sentence_id,sentence_text,tokens,ner_tags,人名,地名,机构名
10000011_1,谢芮芝之子谢舒扬，为荣剑尘口盟弟子而未正式拜师，孙谢天顺为相声演员。,"['谢芮芝', '之', '子', '谢', '舒扬', '，', '为', '荣剑尘口盟', '弟子', '而', '未', '正式', '拜师', '，', '孙谢', '天顺', '为', '相声', '演员', '。']","['S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']","['谢芮芝', '舒扬', '孙谢']",[],[]
10000012_1,[1]傅希如-家世妻子为上海京剧院青衣赵群。,"['[', '1', ']', '傅希如', '-', '家世', '妻子', '为', '上海', '京剧院', '青衣', '赵群', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Ni', 'E-Ni', 'O', 'S-Nh', 'O']",['赵群'],[],['上海京剧院']
10000013_1,，之后两人绯闻不断，2010年S.H.E演唱会上，张承中向Selina（任家萱）大喊“老婆我爱你”，正式公开两人关系。,"['，', '之后', '两', '人', '绯闻', '不', '断', '，', '2010年', 'S.H.E', '演唱会', '上', '，', '张承中', '向', 'Selina', '（', '任家萱', '）', '大', '喊', '“', '老婆', '我', '爱', '你', '”', '，', '正式', '公开', '两', '人', '关系', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['张承中'],[],[]
10000014_1,-其母孙姬，曹操之妾，生有曹上、曹彪、曹勤三子。,"['-', '其', '母', '孙姬', '，', '曹操', '之', '妾', '，', '生', '有', '曹', '上', '、', '曹彪', '、', '曹勤', '三子', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O']","['孙姬', '曹操', '曹', '曹彪', '曹勤']",[],[]
10000015_1,两位弟弟：霍震霆与朱玲玲育有三子，大公子霍启山、二公子霍启刚、三公子霍启仁。,"['两', '位', '弟弟', '：', '霍震霆', '与', '朱玲玲', '育', '有', '三子', '，', '大', '公子', '霍启山', '、', '二', '公子', '霍', '启刚', '、', '三公子', '霍', '启仁', '。']","['O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['霍震霆', '朱玲玲', '霍启山']",[],[]
10000016_1,结婚聽经万子和做媒，高盛麟与杨小楼外孙女、刘砚芳之女蕙芬结婚，成为杨外孙婿。,"['结婚', '聽经', '万子', '和', '做媒', '，', '高盛麟', '与', '杨', '小', '楼', '外孙女', '、', '刘砚芳', '之', '女', '蕙芬', '结婚', '，', '成为', '杨外', '孙婿', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O']","['高盛麟', '杨', '刘砚芳', '蕙芬']",[],[]
10000017_1,和黄敏豪（右）无线艺员敖嘉年遇袭，无线高层梁靖琪的女儿梁家树因送他入院而传绯闻。,"['和', '黄敏豪', '（', '右', '）', '无线', '艺员', '敖嘉年', '遇袭', '，', '无线', '高层', '梁靖琪', '的', '女儿', '梁家树', '因', '送', '他', '入院', '而', '传', '绯闻', '。']","['O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['黄敏豪', '梁靖琪', '梁家树']",[],[]
10000018_1,的感情线第一次听到陈富杰的名字，是在1997年，那时黄芳才13岁。,"['的', '感情', '线', '第一', '次', '听到', '陈富杰', '的', '名字', '，', '是', '在', '1997年', '，', '那时', '黄芳', '才', '13', '岁', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['陈富杰', '黄芳']",[],[]
10000019_1,与妻子朱棣文华裔科学家，诺贝尔物理学奖获得者吉恩祖籍江苏太仓，父亲朱汝瑾1943年来到美国就读麻省理工学院。,"['与', '妻子', '朱棣文', '华裔', '科学家', '，', '诺贝尔', '物理学奖', '获得者', '吉', '恩祖籍', '江苏', '太仓', '，', '父亲', '朱汝瑾', '1943年', '来到', '美国', '就读', '麻省', '理工学院', '。']","['O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Ns', 'E-Ns', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O']","['朱棣文', '朱汝瑾']","['江苏太仓', '美国']",[]
10000020_1,吴文藻见冰心果然是一位仪表堂堂而却十分高傲的小伙子。,"['吴文藻', '见', '冰心', '果然', '是', '一', '位', '仪表堂堂', '而', '却', '十分', '高傲', '的', '小伙子', '。']","['S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['吴文藻', '冰心']",[],[]
10000021_1,了这对双胞胎的安全，舅舅章浩若将他们改姓为章，1949年，在蒋孝慈的安排下．蒋经国一家由南昌来到台湾新竹。,"['了', '这', '对', '双胞胎', '的', '安全', '，', '舅舅', '章浩若', '将', '他们', '改', '姓', '为', '章', '，', '1949年', '，', '在', '蒋孝慈', '的', '安排', '下．', '蒋', '经国', '一', '家', '由', '南昌', '来到', '台湾', '新竹', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'B-Ns', 'E-Ns', 'O']",['蒋孝慈'],"['南昌', '台湾新竹']",[]
10000022_1,张云溪娶武生迟景昆（春明）之次女、老生迟世恭之姐迟淑媛为妻，与刘宗杨、袁世海为联襟。,"['张云溪', '娶', '武生', '迟景昆', '（', '春明', '）', '之', '次', '女', '、', '老生', '迟世恭', '之', '姐', '迟淑媛', '为', '妻', '，', '与', '刘宗杨', '、', '袁世海', '为', '联襟', '。']","['S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O']","['张云溪', '迟景昆', '春明', '迟淑媛', '刘宗杨', '袁世海']",[],[]
10000023_1,返回广西，拜上帝会形成了以洪秀全、冯云山、杨秀清、萧朝贵、韦昌辉、石达开等6人组成的领导核心。,"['返回', '广西', '，', '拜', '上帝', '会', '形成', '了', '以', '洪秀全', '、', '冯云山', '、', '杨秀清', '、', '萧朝贵', '、', '韦昌辉', '、', '石达开', '等', '6', '人', '组成', '的', '领导', '核心', '。']","['O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['洪秀全', '冯云山', '杨秀清', '萧朝贵', '韦昌辉', '石达开']",['广西'],[]
10000024_1,每唱必红，她曾和母亲、妹妹合演《群英会》带《华容道》，筱兰英前鲁肃后曹操，姚玉英前周瑜后周仓，姚玉兰演关公，一时传为佳话。,"['每', '唱', '必', '红', '，', '她', '曾', '和', '母亲', '、', '妹妹', '合演', '《', '群英会', '》', '带', '《', '华容道', '》', '，', '筱兰英', '前', '鲁肃', '后', '曹操', '，', '姚玉英', '前', '周瑜', '后', '周仓', '，', '姚玉兰', '演', '关公', '，', '一时', '传', '为', '佳话', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O']","['筱兰英', '曹操', '姚玉英', '周瑜', '周仓', '姚玉兰', '关公']",[],[]
10000025_1,周瑜对孙权说：“老贼欲废汉自立久矣，陡忌二袁、吕布、刘表与孤耳。,"['周瑜', '对', '孙权', '说', '：', '“', '老贼欲', '废汉', '自立', '久', '矣', '，', '陡忌', '二', '袁', '、', '吕布', '、', '刘表', '与', '孤耳', '。']","['S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O']","['周瑜', '孙权', '袁', '吕布', '刘表']",[],[]
10000026_1,-成功学贾太君祷天消祸患贾代善，金陵世勋史侯之女，荣国公贾母之妻，贾赦、贾政、贾敏之母。,"['-', '成功学', '贾太君', '祷天', '消祸', '患', '贾代善', '，', '金陵', '世勋', '史侯', '之', '女', '，', '荣国公', '贾', '母', '之', '妻', '，', '贾赦', '、', '贾政', '、', '贾敏', '之', '母', '。']","['O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O']","['贾太君', '贾代善', '贾赦', '贾政', '贾敏']",['金陵'],[]
10000027_1,贾代善，荣国公之孙，贾政、贾母之次子。,"['贾代善', '，', '荣国公之孙', '，', '贾政', '、', '贾母', '之', '次子', '。']","['S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']","['贾代善', '贾政']",[],[]
10000028_1,姓氏拼音的首个字母，而“11”则是在叶莉在火箭队以及姚明在中国女篮的球衣号码，姚明用这种特殊的方式来纪念两人的恋情。,"['姓氏', '拼音', '的', '首', '个', '字母', '，', '而', '“', '11', '”', '则', '是', '在', '叶莉', '在', '火箭队', '以及', '姚明', '在', '中国', '女篮', '的', '球衣', '号码', '，', '姚', '明用', '这种', '特殊', '的', '方式', '来', '纪念', '两', '人', '的', '恋情', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Ni', 'O', 'S-Nh', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['叶莉', '姚明', '姚']",['中国'],['火箭队']
10000029_1,官至：武卫将军列侯聽父亲：曹真兄弟姐妹：曹爽，曹羲，曹训，曹彦，曹皑聽曹则-历史传记曹训，曹真之子，曹爽之弟，因父功封列侯。,"['官', '至', '：', '武卫', '将军', '列侯', '聽', '父亲', '：', '曹真', '兄弟', '姐妹', '：', '曹爽', '，', '曹羲', '，', '曹训', '，', '曹彦', '，', '曹皑聽', '曹', '则', '-', '历史', '传记', '曹训', '，', '曹', '真', '之', '子', '，', '曹爽之弟', '，', '因父', '功封列侯', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['武卫', '曹真', '曹爽', '曹羲', '曹训', '曹彦', '曹训', '曹', '曹爽之弟']",[],[]
10000030_1,”更令林立果得意的是，一同前来拜见林彪的吴法宪，带来了新信息：“讲用轰动了全军。,"['”', '更', '令', '林立果', '得意', '的', '是', '，', '一同', '前来', '拜见', '林彪', '的', '吴法宪', '，', '带来', '了', '新', '信息', '：', '“', '讲', '用', '轰动', '了', '全军', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['林彪', '吴法宪']",[],[]
10000031_1,他感激戴季陶把心爱的女人和他分享，并不因为津渊美智子生的孩子不是他的而生气，反而将津渊美智子又还给了戴季陶。,"['他', '感激', '戴', '季陶', '把', '心爱', '的', '女人', '和', '他', '分享', '，', '并', '不', '因为', '津渊美', '智子生', '的', '孩子', '不', '是', '他', '的', '而', '生气', '，', '反而', '将', '津渊', '美智子', '又', '还给', '了', '戴季陶', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O']",['戴季陶'],[],[]
10000032_1,美国人物杂志全球票选亚洲四小天王允浩韩庚吴尊郑赵晨浩。,"['美国', '人物', '杂志', '全球', '票选', '亚洲', '四', '小', '天王', '允浩', '韩', '庚', '吴尊郑', '赵晨浩', '。']","['S-Ns', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'B-Nh', 'I-Nh', 'I-Nh', 'I-Nh', 'E-Nh', 'O']",['允浩韩庚吴尊郑赵晨浩'],"['美国', '亚洲']",[]
10000033_1,石达开又想杀韦昌辉，石达开连夜缒城逃走。,"['石达开', '又', '想', '杀韦昌辉', '，', '石达开', '连夜', '缒城', '逃走', '。']","['S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['石达开', '石达开']",[],[]
10000034_1,而当蒋勤勤怀上宝宝之后，陈建斌也推掉了所有的片约，做起妻子的专职保姆。,"['而', '当', '蒋勤勤', '怀', '上', '宝宝', '之后', '，', '陈建斌', '也', '推', '掉', '了', '所有', '的', '片约', '，', '做', '起', '妻子', '的', '专职', '保姆', '。']","['O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['蒋勤勤', '陈建斌']",[],[]
10000035_1,为宋耀如生下了第一个儿子倪桂珍，宋子文是宋子文在上海教会医院（同仁医院）分娩的。,"['为', '宋耀如', '生', '下', '了', '第一', '个', '儿子', '倪桂珍', '，', '宋子文', '是', '宋子文', '在', '上海', '教会', '医院', '（', '同仁', '医院', '）', '分娩', '的', '。']","['O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'B-Ni', 'I-Ni', 'E-Ni', 'O', 'B-Ni', 'E-Ni', 'O', 'O', 'O', 'O']","['宋耀如', '倪桂珍', '宋子文', '宋子文']",[],"['上海教会医院', '同仁医院']"
10000036_1,-情感生活尹恩惠和金钟国如果《X-Man》有最佳情侣评选，绝对非金钟国、尹恩惠莫属。,"['-', '情感', '生活', '尹', '恩惠', '和', '金钟国', '如果', '《', 'X-Man', '》', '有', '最佳', '情侣', '评选', '，', '绝对', '非金钟国', '、', '尹恩惠', '莫', '属', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O']","['金钟国', '尹恩惠']",[],[]
10000037_1,阿姨心疼杜月笙，让她多穿两条裤子去挨打，结果杜美如下手更重，还不许叫，叫一声就重打。,"['阿姨', '心疼', '杜月笙', '，', '让', '她', '多', '穿', '两', '条', '裤子', '去', '挨打', '，', '结果', '杜美', '如', '下手', '更', '重', '，', '还', '不许', '叫', '，', '叫', '一', '声', '就', '重', '打', '。']","['O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['杜月笙', '杜美']",[],[]
10000038_1,-简明演义传记典韦身长八尺，斗许褚未果，为曹操所赏识，擔负获衡。,"['-', '简明', '演义', '传记', '典韦身', '长', '八', '尺', '，', '斗许', '褚', '未果', '，', '为', '曹操', '所', '赏识', '，', '擔', '负', '获衡', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['褚', '曹操']",[],[]
10000039_1,何甘棠-出生名门何爱榆的父亲——何爱榆画像何甘棠（1866年—1950年），又名何启棠，号棣生。,"['何甘棠', '-', '出生', '名门', '何', '爱榆', '的', '父亲', '——', '何爱榆', '画像', '何甘棠', '（', '1866年', '—', '1950年', '）', '，', '又', '名', '何启棠', '，', '号', '棣生', '。']","['S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O']","['何甘棠', '何爱榆', '何甘棠', '何启棠', '棣生']",[],[]
10000040_1,-人物影响胡适晚年胡适与陈独秀同为五四运动的轴心人物。,"['-', '人物', '影响', '胡适', '晚年', '胡适', '与', '陈独秀', '同', '为', '五四运动', '的', '轴心', '人物', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['胡适', '胡适', '陈独秀']",[],[]
10000041_1,兼财富管理主管兴趣：去体育馆、赛车场观赏赛车及体育比赛聽李民斌-成长经历李民斌聽李国宝与潘金翠夫妇生育有两个儿子，长子李民桥及次子李民斌。,"['兼', '财富', '管理', '主管', '兴趣', '：', '去', '体育馆', '、', '赛车场', '观赏', '赛车', '及', '体育', '比赛', '聽', '李民斌', '-', '成长', '经历', '李民斌', '聽', '李国宝', '与', '潘金翠', '夫妇', '生育', '有', '两', '个', '儿子', '，', '长子', '李民桥', '及', '次子', '李民斌', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O']","['李民斌', '李民斌', '李国宝', '潘金翠', '李民桥', '李民斌']",[],[]
10000042_1,陈小旺的一身太极拳功夫都是得自陈照丕和陈照奎两位前辈。,"['陈小旺', '的', '一', '身', '太极拳', '功夫', '都', '是', '得', '自', '陈照丕', '和', '陈照奎', '两', '位', '前辈', '。']","['S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['陈小旺', '陈照丕', '陈照奎']",[],[]
10000043_1,西夏研究》丛书之第4辑为《罗氏父子专辑》，即罗振玉、罗福成、罗福苌、罗福颐父子四人研究西夏学的专辑。,"['西夏', '研究', '》', '丛书', '之', '第4', '辑', '为', '《', '罗氏', '父子', '专辑', '》', '，', '即', '罗振玉', '、', '罗福成', '、', '罗福苌', '、', '罗福颐', '父子', '四', '人', '研究', '西夏学', '的', '专辑', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['罗氏', '罗振玉', '罗福成', '罗福苌', '罗福颐']",[],[]
10000044_1,表，大破袁术于各地之际，陶谦却趁机攻打兖州东部的泰山郡，导致曹嵩的父亲曹操被杀。,"['表', '，', '大', '破', '袁术于', '各地', '之际', '，', '陶谦', '却', '趁机', '攻打', '兖州', '东部', '的', '泰山郡', '，', '导致', '曹嵩', '的', '父亲', '曹操', '被', '杀', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O']","['陶谦', '曹嵩', '曹操']",['兖州'],[]
10000045_1,程砚秋与果素瑛生有三子一女，即程永光、程永源、程永江和程慧贞。,"['程砚秋', '与', '果素', '瑛生', '有', '三子', '一', '女', '，', '即', '程永光', '、', '程永源', '、', '程永江', '和', '程慧贞', '。']","['S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O']","['程砚秋', '程永光', '程永源', '程永江', '程慧贞']",[],[]
10000046_1,葛淑珍离开赵本山18年，走出自己的路。,"['葛淑珍', '离开', '赵', '本山', '18年', '，', '走', '出', '自己', '的', '路', '。']","['S-Nh', 'O', 'B-Nh', 'E-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['葛淑珍', '赵本山']",[],[]
